county_fips,NAME,variable,estimate
8103,"Rio Blanco County, Colorado",age_median,36.9
8103,"Rio Blanco County, Colorado",population,6384
8103,"Rio Blanco County, Colorado",black,30
8103,"Rio Blanco County, Colorado",college_grad,695
8103,"Rio Blanco County, Colorado",median_household_income,54357
8105,"Rio Grande County, Colorado",female,5673
8105,"Rio Grande County, Colorado",age_median,42.1
8105,"Rio Grande County, Colorado",population,11305
8105,"Rio Grande County, Colorado",black,106
8105,"Rio Grande County, Colorado",college_grad,1329
8105,"Rio Grande County, Colorado",median_household_income,39123
8107,"Routt County, Colorado",female,12028
8107,"Routt County, Colorado",age_median,40.2
8107,"Routt County, Colorado",population,25072
8107,"Routt County, Colorado",black,232
8107,"Routt County, Colorado",college_grad,5811
8107,"Routt County, Colorado",median_household_income,77443
8109,"Saguache County, Colorado",female,3309
8109,"Saguache County, Colorado",age_median,49
8109,"Saguache County, Colorado",population,6592
8109,"Saguache County, Colorado",black,33
8109,"Saguache County, Colorado",college_grad,727
8109,"Saguache County, Colorado",median_household_income,38571
8111,"San Juan County, Colorado",female,297
8111,"San Juan County, Colorado",age_median,51.2
8111,"San Juan County, Colorado",population,589
8111,"San Juan County, Colorado",black,0
8111,"San Juan County, Colorado",college_grad,127
8111,"San Juan County, Colorado",median_household_income,54625
8113,"San Miguel County, Colorado",female,3809
8113,"San Miguel County, Colorado",age_median,41.8
8113,"San Miguel County, Colorado",population,8049
8113,"San Miguel County, Colorado",black,1
8113,"San Miguel County, Colorado",college_grad,2595
8113,"San Miguel County, Colorado",median_household_income,67038
8115,"Sedgwick County, Colorado",female,1213
8115,"Sedgwick County, Colorado",age_median,44.1
8115,"Sedgwick County, Colorado",population,2322
8115,"Sedgwick County, Colorado",black,19
8115,"Sedgwick County, Colorado",college_grad,211
8115,"Sedgwick County, Colorado",median_household_income,43150
8117,"Summit County, Colorado",female,13953
8117,"Summit County, Colorado",age_median,39.1
8117,"Summit County, Colorado",population,30649
8117,"Summit County, Colorado",black,342
8117,"Summit County, Colorado",college_grad,8795
8117,"Summit County, Colorado",median_household_income,79277
8119,"Teller County, Colorado",female,12044
8119,"Teller County, Colorado",age_median,50
8119,"Teller County, Colorado",population,24524
8119,"Teller County, Colorado",black,208
8119,"Teller County, Colorado",college_grad,4282
8119,"Teller County, Colorado",median_household_income,66592
8121,"Washington County, Colorado",female,2318
8121,"Washington County, Colorado",age_median,41.6
8121,"Washington County, Colorado",population,4868
8121,"Washington County, Colorado",black,63
8121,"Washington County, Colorado",college_grad,355
8121,"Washington County, Colorado",median_household_income,50094
8123,"Weld County, Colorado",female,151051
8123,"Weld County, Colorado",age_median,34.4
8123,"Weld County, Colorado",population,305345
8123,"Weld County, Colorado",black,3643
8123,"Weld County, Colorado",college_grad,36473
8123,"Weld County, Colorado",median_household_income,74150
8125,"Yuma County, Colorado",female,5026
8125,"Yuma County, Colorado",age_median,37.8
8125,"Yuma County, Colorado",population,10003
8125,"Yuma County, Colorado",black,112
8125,"Yuma County, Colorado",college_grad,1002
8125,"Yuma County, Colorado",median_household_income,52022
9001,"Fairfield County, Connecticut",female,484290
9001,"Fairfield County, Connecticut",age_median,40.6
9001,"Fairfield County, Connecticut",population,943926
9001,"Fairfield County, Connecticut",black,109186
9001,"Fairfield County, Connecticut",college_grad,172191
9001,"Fairfield County, Connecticut",median_household_income,95645
9003,"Hartford County, Connecticut",female,459586
9003,"Hartford County, Connecticut",age_median,40.4
9003,"Hartford County, Connecticut",population,893561
9003,"Hartford County, Connecticut",black,123117
9003,"Hartford County, Connecticut",college_grad,132952
9003,"Hartford County, Connecticut",median_household_income,75148
9005,"Litchfield County, Connecticut",female,91893
9005,"Litchfield County, Connecticut",age_median,47.3
9005,"Litchfield County, Connecticut",population,182002
9005,"Litchfield County, Connecticut",black,3165
9005,"Litchfield County, Connecticut",college_grad,27631
9005,"Litchfield County, Connecticut",median_household_income,79906
9007,"Middlesex County, Connecticut",female,83412
9007,"Middlesex County, Connecticut",age_median,45.7
9007,"Middlesex County, Connecticut",population,163053
9007,"Middlesex County, Connecticut",black,9119
9007,"Middlesex County, Connecticut",college_grad,28160
9007,"Middlesex County, Connecticut",median_household_income,85898
9009,"New Haven County, Connecticut",female,443994
9009,"New Haven County, Connecticut",age_median,40.3
9009,"New Haven County, Connecticut",population,857513
9009,"New Haven County, Connecticut",black,115837
9009,"New Haven County, Connecticut",college_grad,111165
9009,"New Haven County, Connecticut",median_household_income,69905
9011,"New London County, Connecticut",female,133353
9011,"New London County, Connecticut",age_median,41.4
9011,"New London County, Connecticut",population,267390
9011,"New London County, Connecticut",black,15537
9011,"New London County, Connecticut",college_grad,34499
9011,"New London County, Connecticut",median_household_income,73490
9013,"Tolland County, Connecticut",female,75462
9013,"Tolland County, Connecticut",age_median,37.7
9013,"Tolland County, Connecticut",population,151063
9013,"Tolland County, Connecticut",black,4806
9013,"Tolland County, Connecticut",college_grad,22745
9013,"Tolland County, Connecticut",median_household_income,87069
9015,"Windham County, Connecticut",female,58839
9015,"Windham County, Connecticut",age_median,41.2
9015,"Windham County, Connecticut",population,116566
9015,"Windham County, Connecticut",black,2649
9015,"Windham County, Connecticut",college_grad,12037
9015,"Windham County, Connecticut",median_household_income,66550
10001,"Kent County, Delaware",female,91500
10001,"Kent County, Delaware",age_median,37.7
10001,"Kent County, Delaware",population,176699
10001,"Kent County, Delaware",black,45424
10001,"Kent County, Delaware",college_grad,17393
10001,"Kent County, Delaware",median_household_income,60910
10003,"New Castle County, Delaware",female,286976
10003,"New Castle County, Delaware",age_median,38.4
10003,"New Castle County, Delaware",population,556165
10003,"New Castle County, Delaware",black,139960
10003,"New Castle County, Delaware",college_grad,80158
10003,"New Castle County, Delaware",median_household_income,73892
10005,"Sussex County, Delaware",female,115882
10005,"Sussex County, Delaware",age_median,49.6
10005,"Sussex County, Delaware",population,224384
10005,"Sussex County, Delaware",black,26918
10005,"Sussex County, Delaware",college_grad,27081
10005,"Sussex County, Delaware",median_household_income,63162
11001,"District of Columbia, District of Columbia",female,364039
11001,"District of Columbia, District of Columbia",age_median,34
11001,"District of Columbia, District of Columbia",population,692683
11001,"District of Columbia, District of Columbia",black,320811
11001,"District of Columbia, District of Columbia",college_grad,122380
11001,"District of Columbia, District of Columbia",median_household_income,86420
12001,"Alachua County, Florida",female,137223
12001,"Alachua County, Florida",age_median,31.6
12001,"Alachua County, Florida",population,265443
12001,"Alachua County, Florida",black,53278
12001,"Alachua County, Florida",college_grad,35916
12001,"Alachua County, Florida",median_household_income,49689
12003,"Baker County, Florida",female,13510
12003,"Baker County, Florida",age_median,37.7
12003,"Baker County, Florida",population,28211
12003,"Baker County, Florida",black,3824
12003,"Baker County, Florida",college_grad,1669
12003,"Baker County, Florida",median_household_income,63275
12005,"Bay County, Florida",female,91630
12005,"Bay County, Florida",age_median,39.8
12005,"Bay County, Florida",population,182161
12005,"Bay County, Florida",black,20057
12005,"Bay County, Florida",college_grad,19477
12005,"Bay County, Florida",median_household_income,54316
12007,"Bradford County, Florida",female,12296
12007,"Bradford County, Florida",age_median,39.7
12007,"Bradford County, Florida",population,27317
12007,"Bradford County, Florida",black,5544
12007,"Bradford County, Florida",college_grad,1255
12007,"Bradford County, Florida",median_household_income,45921
12009,"Brevard County, Florida",female,299095
12009,"Brevard County, Florida",age_median,47.3
12009,"Brevard County, Florida",population,585507
12009,"Brevard County, Florida",black,56493
12009,"Brevard County, Florida",college_grad,81151
12009,"Brevard County, Florida",median_household_income,56775
12011,"Broward County, Florida",female,988162
12011,"Broward County, Florida",age_median,40.4
12011,"Broward County, Florida",population,1926205
12011,"Broward County, Florida",black,551097
12011,"Broward County, Florida",college_grad,275133
12011,"Broward County, Florida",median_household_income,59547
12013,"Calhoun County, Florida",female,6445
12013,"Calhoun County, Florida",age_median,41.6
12013,"Calhoun County, Florida",population,14362
12013,"Calhoun County, Florida",black,1904
12013,"Calhoun County, Florida",college_grad,739
12013,"Calhoun County, Florida",median_household_income,38568
12015,"Charlotte County, Florida",female,92602
12015,"Charlotte County, Florida",age_median,59.1
12015,"Charlotte County, Florida",population,181067
12015,"Charlotte County, Florida",black,10113
12015,"Charlotte County, Florida",college_grad,21996
12015,"Charlotte County, Florida",median_household_income,51499
12017,"Citrus County, Florida",female,74695
12017,"Citrus County, Florida",age_median,56.5
12017,"Citrus County, Florida",population,145169
12017,"Citrus County, Florida",black,4288
12017,"Citrus County, Florida",college_grad,13153
12017,"Citrus County, Florida",median_household_income,44237
12019,"Clay County, Florida",female,107101
12019,"Clay County, Florida",age_median,39.7
12019,"Clay County, Florida",population,211405
12019,"Clay County, Florida",black,23291
12019,"Clay County, Florida",college_grad,24546
12019,"Clay County, Florida",median_household_income,65740
12021,"Collier County, Florida",female,188507
12021,"Collier County, Florida",age_median,50.8
12021,"Collier County, Florida",population,371453
12021,"Collier County, Florida",black,25404
12021,"Collier County, Florida",college_grad,60615
12021,"Collier County, Florida",median_household_income,69653
12023,"Columbia County, Florida",female,33736
12023,"Columbia County, Florida",age_median,40.4
12023,"Columbia County, Florida",population,69968
12023,"Columbia County, Florida",black,12653
12023,"Columbia County, Florida",college_grad,4945
12023,"Columbia County, Florida",median_household_income,46494
12027,"DeSoto County, Florida",female,16067
12027,"DeSoto County, Florida",age_median,40.9
12027,"DeSoto County, Florida",population,36903
12027,"DeSoto County, Florida",black,4634
12027,"DeSoto County, Florida",college_grad,2153
12027,"DeSoto County, Florida",median_household_income,35438
12029,"Dixie County, Florida",female,7300
12029,"Dixie County, Florida",age_median,46.5
12029,"Dixie County, Florida",population,16589
12029,"Dixie County, Florida",black,1474
12029,"Dixie County, Florida",college_grad,833
12029,"Dixie County, Florida",median_household_income,39828
12031,"Duval County, Florida",female,482102
12031,"Duval County, Florida",age_median,36.2
12031,"Duval County, Florida",population,936186
12031,"Duval County, Florida",black,277195
12031,"Duval County, Florida",college_grad,127553
12031,"Duval County, Florida",median_household_income,55807
12033,"Escambia County, Florida",female,158334
12033,"Escambia County, Florida",age_median,37.2
12033,"Escambia County, Florida",population,313491
12033,"Escambia County, Florida",black,68733
12033,"Escambia County, Florida",college_grad,35938
12033,"Escambia County, Florida",median_household_income,50915
12035,"Flagler County, Florida",female,57402
12035,"Flagler County, Florida",age_median,51.3
12035,"Flagler County, Florida",population,109801
12035,"Flagler County, Florida",black,11010
12035,"Flagler County, Florida",college_grad,13244
12035,"Flagler County, Florida",median_household_income,54514
12037,"Franklin County, Florida",female,5077
12037,"Franklin County, Florida",age_median,46.4
12037,"Franklin County, Florida",population,11811
12037,"Franklin County, Florida",black,1664
12037,"Franklin County, Florida",college_grad,1060
12037,"Franklin County, Florida",median_household_income,46643
12039,"Gadsden County, Florida",female,24155
12039,"Gadsden County, Florida",age_median,40.8
12039,"Gadsden County, Florida",population,45945
12039,"Gadsden County, Florida",black,25786
12039,"Gadsden County, Florida",college_grad,3380
12039,"Gadsden County, Florida",median_household_income,41401
12041,"Gilchrist County, Florida",female,8538
12041,"Gilchrist County, Florida",age_median,42.1
12041,"Gilchrist County, Florida",population,17953
12041,"Gilchrist County, Florida",black,1052
12041,"Gilchrist County, Florida",college_grad,1151
12041,"Gilchrist County, Florida",median_household_income,43640
12043,"Glades County, Florida",female,6007
12043,"Glades County, Florida",age_median,47.9
12043,"Glades County, Florida",population,13516
12043,"Glades County, Florida",black,1819
12043,"Glades County, Florida",college_grad,774
12043,"Glades County, Florida",median_household_income,40977
12045,"Gulf County, Florida",female,6467
12045,"Gulf County, Florida",age_median,44.9
12045,"Gulf County, Florida",population,15576
12045,"Gulf County, Florida",black,2673
12045,"Gulf County, Florida",college_grad,1360
12045,"Gulf County, Florida",median_household_income,47712
12047,"Hamilton County, Florida",female,5923
12047,"Hamilton County, Florida",age_median,40.9
12047,"Hamilton County, Florida",population,14326
12047,"Hamilton County, Florida",black,4949
12047,"Hamilton County, Florida",college_grad,649
12047,"Hamilton County, Florida",median_household_income,38569
12049,"Hardee County, Florida",female,12435
12049,"Hardee County, Florida",age_median,35.4
12049,"Hardee County, Florida",population,27131
12049,"Hardee County, Florida",black,2051
12049,"Hardee County, Florida",college_grad,1223
12049,"Hardee County, Florida",median_household_income,38682
12051,"Hendry County, Florida",female,19132
12051,"Hendry County, Florida",age_median,34
12051,"Hendry County, Florida",population,40732
12051,"Hendry County, Florida",black,4688
12051,"Hendry County, Florida",college_grad,1371
12051,"Hendry County, Florida",median_household_income,40820
12053,"Hernando County, Florida",female,96859
12053,"Hernando County, Florida",age_median,49
12053,"Hernando County, Florida",population,186313
12053,"Hernando County, Florida",black,9946
12053,"Hernando County, Florida",college_grad,17034
12053,"Hernando County, Florida",median_household_income,48812
12055,"Highlands County, Florida",female,53076
12055,"Highlands County, Florida",age_median,53.5
12055,"Highlands County, Florida",population,103437
12055,"Highlands County, Florida",black,9987
12055,"Highlands County, Florida",college_grad,8658
12055,"Highlands County, Florida",median_household_income,40942
12057,"Hillsborough County, Florida",female,727206
12057,"Hillsborough County, Florida",age_median,37.2
12057,"Hillsborough County, Florida",population,1422278
12057,"Hillsborough County, Florida",black,239119
12057,"Hillsborough County, Florida",college_grad,208098
12057,"Hillsborough County, Florida",median_household_income,58884
12059,"Holmes County, Florida",female,8886
12059,"Holmes County, Florida",age_median,42.7
12059,"Holmes County, Florida",population,19432
12059,"Holmes County, Florida",black,1356
12059,"Holmes County, Florida",college_grad,1072
12059,"Holmes County, Florida",median_household_income,39102
12061,"Indian River County, Florida",female,80038
12061,"Indian River County, Florida",age_median,53.5
12061,"Indian River County, Florida",population,153989
12061,"Indian River County, Florida",black,13633
12061,"Indian River County, Florida",college_grad,21086
12061,"Indian River County, Florida",median_household_income,54740
12063,"Jackson County, Florida",female,21627
12063,"Jackson County, Florida",age_median,41.7
12063,"Jackson County, Florida",population,47945
12063,"Jackson County, Florida",black,12859
12063,"Jackson County, Florida",college_grad,2626
12063,"Jackson County, Florida",median_household_income,39872
12065,"Jefferson County, Florida",female,6729
12065,"Jefferson County, Florida",age_median,48
12065,"Jefferson County, Florida",population,14161
12065,"Jefferson County, Florida",black,4894
12065,"Jefferson County, Florida",college_grad,1504
12065,"Jefferson County, Florida",median_household_income,47240
12067,"Lafayette County, Florida",female,3512
12067,"Lafayette County, Florida",age_median,37.3
12067,"Lafayette County, Florida",population,8637
12067,"Lafayette County, Florida",black,1394
12067,"Lafayette County, Florida",college_grad,310
12067,"Lafayette County, Florida",median_household_income,50165
12069,"Lake County, Florida",female,178224
12069,"Lake County, Florida",age_median,46.9
12069,"Lake County, Florida",population,345867
12069,"Lake County, Florida",black,37766
12069,"Lake County, Florida",college_grad,39314
12069,"Lake County, Florida",median_household_income,54513
12071,"Lee County, Florida",female,376236
12071,"Lee County, Florida",age_median,48.5
12071,"Lee County, Florida",population,737468
12071,"Lee County, Florida",black,63282
12071,"Lee County, Florida",college_grad,97615
12071,"Lee County, Florida",median_household_income,57832
12073,"Leon County, Florida",female,152284
12073,"Leon County, Florida",age_median,31
12073,"Leon County, Florida",population,289770
12073,"Leon County, Florida",black,89536
12073,"Leon County, Florida",college_grad,44660
12073,"Leon County, Florida",median_household_income,53106
12075,"Levy County, Florida",female,20685
12075,"Levy County, Florida",age_median,46.9
12075,"Levy County, Florida",population,40403
12075,"Levy County, Florida",black,3541
12075,"Levy County, Florida",college_grad,2290
12075,"Levy County, Florida",median_household_income,37326
12077,"Liberty County, Florida",female,3372
12077,"Liberty County, Florida",age_median,40.7
12077,"Liberty County, Florida",population,8345
12077,"Liberty County, Florida",black,1320
12077,"Liberty County, Florida",college_grad,550
12077,"Liberty County, Florida",median_household_income,38015
12079,"Madison County, Florida",female,8594
12079,"Madison County, Florida",age_median,43.5
12079,"Madison County, Florida",population,18460
12079,"Madison County, Florida",black,7128
12079,"Madison County, Florida",college_grad,1237
12079,"Madison County, Florida",median_household_income,37037
12081,"Manatee County, Florida",female,198391
12081,"Manatee County, Florida",age_median,48.3
12081,"Manatee County, Florida",population,384213
12081,"Manatee County, Florida",black,33462
12081,"Manatee County, Florida",college_grad,52203
12081,"Manatee County, Florida",median_household_income,59009
12083,"Marion County, Florida",female,183874
12083,"Marion County, Florida",age_median,48.7
12083,"Marion County, Florida",population,353526
12083,"Marion County, Florida",black,45754
12083,"Marion County, Florida",college_grad,34395
12083,"Marion County, Florida",median_household_income,45371
12085,"Martin County, Florida",female,80358
12085,"Martin County, Florida",age_median,52.2
12085,"Martin County, Florida",population,159065
12085,"Martin County, Florida",black,9006
12085,"Martin County, Florida",college_grad,26669
12085,"Martin County, Florida",median_household_income,61133
12086,"Miami-Dade County, Florida",female,1387969
12086,"Miami-Dade County, Florida",age_median,39.9
12086,"Miami-Dade County, Florida",population,2699428
12086,"Miami-Dade County, Florida",black,469202
12086,"Miami-Dade County, Florida",college_grad,360837
12086,"Miami-Dade County, Florida",median_household_income,51347
12087,"Monroe County, Florida",female,36307
12087,"Monroe County, Florida",age_median,47.7
12087,"Monroe County, Florida",population,75798
12087,"Monroe County, Florida",black,5545
12087,"Monroe County, Florida",college_grad,12789
12087,"Monroe County, Florida",median_household_income,70033
12089,"Nassau County, Florida",female,41887
12089,"Nassau County, Florida",age_median,45.3
12089,"Nassau County, Florida",population,83098
12089,"Nassau County, Florida",black,5031
12089,"Nassau County, Florida",college_grad,11126
12089,"Nassau County, Florida",median_household_income,69943
12091,"Okaloosa County, Florida",female,100372
12091,"Okaloosa County, Florida",age_median,36.9
12091,"Okaloosa County, Florida",population,203794
12091,"Okaloosa County, Florida",black,20032
12091,"Okaloosa County, Florida",college_grad,27467
12091,"Okaloosa County, Florida",median_household_income,63412
12093,"Okeechobee County, Florida",female,18939
12093,"Okeechobee County, Florida",age_median,41.1
12093,"Okeechobee County, Florida",population,41144
12093,"Okeechobee County, Florida",black,3414
12093,"Okeechobee County, Florida",college_grad,2387
12093,"Okeechobee County, Florida",median_household_income,41760
12095,"Orange County, Florida",female,687710
12095,"Orange County, Florida",age_median,35.1
12095,"Orange County, Florida",population,1349746
12095,"Orange County, Florida",black,282677
12095,"Orange County, Florida",college_grad,206396
12095,"Orange County, Florida",median_household_income,58254
12097,"Osceola County, Florida",female,178393
12097,"Osceola County, Florida",age_median,35.9
12097,"Osceola County, Florida",population,351955
12097,"Osceola County, Florida",black,40336
12097,"Osceola County, Florida",college_grad,34895
12097,"Osceola County, Florida",median_household_income,52279
12099,"Palm Beach County, Florida",female,754786
12099,"Palm Beach County, Florida",age_median,44.8
12099,"Palm Beach County, Florida",population,1465027
12099,"Palm Beach County, Florida",black,273384
12099,"Palm Beach County, Florida",college_grad,242569
12099,"Palm Beach County, Florida",median_household_income,63299
12101,"Pasco County, Florida",female,269354
12101,"Pasco County, Florida",age_median,44.5
12101,"Pasco County, Florida",population,524602
12101,"Pasco County, Florida",black,30221
12101,"Pasco County, Florida",college_grad,60448
12101,"Pasco County, Florida",median_household_income,52828
12103,"Pinellas County, Florida",female,501468
12103,"Pinellas County, Florida",age_median,48.1
12103,"Pinellas County, Florida",population,964666
12103,"Pinellas County, Florida",black,98942
12103,"Pinellas County, Florida",college_grad,152691
12103,"Pinellas County, Florida",median_household_income,54090
12105,"Polk County, Florida",female,349939
12105,"Polk County, Florida",age_median,40.2
12105,"Polk County, Florida",population,686218
12105,"Polk County, Florida",black,104676
12105,"Polk County, Florida",college_grad,62685
12105,"Polk County, Florida",median_household_income,50584
12107,"Putnam County, Florida",female,36997
12107,"Putnam County, Florida",age_median,45.1
12107,"Putnam County, Florida",population,73252
12107,"Putnam County, Florida",black,11922
12107,"Putnam County, Florida",college_grad,4092
12107,"Putnam County, Florida",median_household_income,37670
12109,"St. Johns County, Florida",female,125619
12109,"St. Johns County, Florida",age_median,43.7
12109,"St. Johns County, Florida",population,244674
12109,"St. Johns County, Florida",black,13224
12109,"St. Johns County, Florida",college_grad,48721
12109,"St. Johns County, Florida",median_household_income,82252
12111,"St. Lucie County, Florida",female,160220
12111,"St. Lucie County, Florida",age_median,45.1
12111,"St. Lucie County, Florida",population,312947
12111,"St. Lucie County, Florida",black,63087
12111,"St. Lucie County, Florida",college_grad,31698
12111,"St. Lucie County, Florida",median_household_income,52322
12113,"Santa Rosa County, Florida",female,85449
12113,"Santa Rosa County, Florida",age_median,39.9
12113,"Santa Rosa County, Florida",population,174755
12113,"Santa Rosa County, Florida",black,10858
12113,"Santa Rosa County, Florida",college_grad,22038
12113,"Santa Rosa County, Florida",median_household_income,67949
12115,"Sarasota County, Florida",female,219443
12115,"Sarasota County, Florida",age_median,56.1
12115,"Sarasota County, Florida",population,419496
12115,"Sarasota County, Florida",black,19002
12115,"Sarasota County, Florida",college_grad,69478
12115,"Sarasota County, Florida",median_household_income,62236
12117,"Seminole County, Florida",female,238402
12117,"Seminole County, Florida",age_median,39.2
12117,"Seminole County, Florida",population,461402
12117,"Seminole County, Florida",black,55186
12117,"Seminole County, Florida",college_grad,85699
12117,"Seminole County, Florida",median_household_income,66768
12119,"Sumter County, Florida",female,62477
12119,"Sumter County, Florida",age_median,67.4
12119,"Sumter County, Florida",population,125044
12119,"Sumter County, Florida",black,8818
12119,"Sumter County, Florida",college_grad,20675
12119,"Sumter County, Florida",median_household_income,57226
12121,"Suwannee County, Florida",female,21413
12121,"Suwannee County, Florida",age_median,43.3
12121,"Suwannee County, Florida",population,44046
12121,"Suwannee County, Florida",black,5683
12121,"Suwannee County, Florida",college_grad,3119
12121,"Suwannee County, Florida",median_household_income,47839
12123,"Taylor County, Florida",female,9616
12123,"Taylor County, Florida",age_median,42
12123,"Taylor County, Florida",population,21870
12123,"Taylor County, Florida",black,4397
12123,"Taylor County, Florida",college_grad,907
12123,"Taylor County, Florida",median_household_income,40306
12125,"Union County, Florida",female,5324
12125,"Union County, Florida",age_median,39.3
12125,"Union County, Florida",population,15303
12125,"Union County, Florida",black,3359
12125,"Union County, Florida",college_grad,699
12125,"Union County, Florida",median_household_income,44270
12127,"Volusia County, Florida",female,274983
12127,"Volusia County, Florida",age_median,46.6
12127,"Volusia County, Florida",population,536487
12127,"Volusia County, Florida",black,58584
12127,"Volusia County, Florida",college_grad,61963
12127,"Volusia County, Florida",median_household_income,49494
12129,"Wakulla County, Florida",female,14780
12129,"Wakulla County, Florida",age_median,40.6
12129,"Wakulla County, Florida",population,32321
12129,"Wakulla County, Florida",black,4874
12129,"Wakulla County, Florida",college_grad,2862
12129,"Wakulla County, Florida",median_household_income,61410
12131,"Walton County, Florida",female,33729
12131,"Walton County, Florida",age_median,44
12131,"Walton County, Florida",population,68262
12131,"Walton County, Florida",black,3156
12131,"Walton County, Florida",college_grad,9555
12131,"Walton County, Florida",median_household_income,58093
12133,"Washington County, Florida",female,11355
12133,"Washington County, Florida",age_median,41.5
12133,"Washington County, Florida",population,24764
12133,"Washington County, Florida",black,3764
12133,"Washington County, Florida",college_grad,1537
12133,"Washington County, Florida",median_household_income,37022
13001,"Appling County, Georgia",female,9122
13001,"Appling County, Georgia",age_median,40.3
13001,"Appling County, Georgia",population,18440
13001,"Appling County, Georgia",black,3561
13001,"Appling County, Georgia",college_grad,686
13001,"Appling County, Georgia",median_household_income,40304
13003,"Atkinson County, Georgia",female,4060
13003,"Atkinson County, Georgia",age_median,36.4
13003,"Atkinson County, Georgia",population,8239
13003,"Atkinson County, Georgia",black,1444
13003,"Atkinson County, Georgia",college_grad,262
13003,"Atkinson County, Georgia",median_household_income,37197
13005,"Bacon County, Georgia",female,5728
13005,"Bacon County, Georgia",age_median,36.7
13005,"Bacon County, Georgia",population,11201
13005,"Bacon County, Georgia",black,1701
13005,"Bacon County, Georgia",college_grad,468
13005,"Bacon County, Georgia",median_household_income,37519
13007,"Baker County, Georgia",female,1602
13007,"Baker County, Georgia",age_median,46.1
13007,"Baker County, Georgia",population,3132
13007,"Baker County, Georgia",black,1244
13007,"Baker County, Georgia",college_grad,166
13007,"Baker County, Georgia",median_household_income,32917
13009,"Baldwin County, Georgia",female,22296
13009,"Baldwin County, Georgia",age_median,35.5
13009,"Baldwin County, Georgia",population,45111
13009,"Baldwin County, Georgia",black,19102
13009,"Baldwin County, Georgia",college_grad,3798
13009,"Baldwin County, Georgia",median_household_income,43672
13011,"Banks County, Georgia",female,9308
13011,"Banks County, Georgia",age_median,41.1
13011,"Banks County, Georgia",population,18708
13011,"Banks County, Georgia",black,486
13011,"Banks County, Georgia",college_grad,1102
13011,"Banks County, Georgia",median_household_income,47811
13013,"Barrow County, Georgia",female,40251
13013,"Barrow County, Georgia",age_median,35.7
13013,"Barrow County, Georgia",population,78991
13013,"Barrow County, Georgia",black,9340
13013,"Barrow County, Georgia",college_grad,6618
13013,"Barrow County, Georgia",median_household_income,62345
13015,"Bartow County, Georgia",female,53094
13015,"Bartow County, Georgia",age_median,38.1
13015,"Bartow County, Georgia",population,104919
13015,"Bartow County, Georgia",black,10931
13015,"Bartow County, Georgia",college_grad,9090
13015,"Bartow County, Georgia",median_household_income,57423
13017,"Ben Hill County, Georgia",female,8894
13017,"Ben Hill County, Georgia",age_median,39.9
13017,"Ben Hill County, Georgia",population,17033
13017,"Ben Hill County, Georgia",black,6236
13017,"Ben Hill County, Georgia",college_grad,841
13017,"Ben Hill County, Georgia",median_household_income,32229
13019,"Berrien County, Georgia",female,9768
13019,"Berrien County, Georgia",age_median,39.6
13019,"Berrien County, Georgia",population,19152
13019,"Berrien County, Georgia",black,2247
13019,"Berrien County, Georgia",college_grad,977
13019,"Berrien County, Georgia",median_household_income,40415
13021,"Bibb County, Georgia",female,81285
13021,"Bibb County, Georgia",age_median,36.4
13021,"Bibb County, Georgia",population,153200
13021,"Bibb County, Georgia",black,83405
13021,"Bibb County, Georgia",college_grad,14815
13021,"Bibb County, Georgia",median_household_income,41334
13023,"Bleckley County, Georgia",female,6753
13023,"Bleckley County, Georgia",age_median,35.8
13023,"Bleckley County, Georgia",population,12807
13023,"Bleckley County, Georgia",black,3522
13023,"Bleckley County, Georgia",college_grad,740
13023,"Bleckley County, Georgia",median_household_income,48174
13025,"Brantley County, Georgia",female,9558
13025,"Brantley County, Georgia",age_median,41.1
13025,"Brantley County, Georgia",population,18756
13025,"Brantley County, Georgia",black,661
13025,"Brantley County, Georgia",college_grad,552
13025,"Brantley County, Georgia",median_household_income,38857
13027,"Brooks County, Georgia",female,7978
13027,"Brooks County, Georgia",age_median,42
13027,"Brooks County, Georgia",population,15590
13027,"Brooks County, Georgia",black,5604
13027,"Brooks County, Georgia",college_grad,1394
13027,"Brooks County, Georgia",median_household_income,38285
13029,"Bryan County, Georgia",female,18587
13029,"Bryan County, Georgia",age_median,34.6
13029,"Bryan County, Georgia",population,37063
13029,"Bryan County, Georgia",black,5340
13029,"Bryan County, Georgia",college_grad,4792
13029,"Bryan County, Georgia",median_household_income,72624
13031,"Bulloch County, Georgia",female,38804
13031,"Bulloch County, Georgia",age_median,28.8
13031,"Bulloch County, Georgia",population,76120
13031,"Bulloch County, Georgia",black,21245
13031,"Bulloch County, Georgia",college_grad,6007
13031,"Bulloch County, Georgia",median_household_income,45550
13033,"Burke County, Georgia",female,11805
13033,"Burke County, Georgia",age_median,37.4
13033,"Burke County, Georgia",population,22520
13033,"Burke County, Georgia",black,10824
13033,"Burke County, Georgia",college_grad,1257
13033,"Burke County, Georgia",median_household_income,44151
13035,"Butts County, Georgia",female,11244
13035,"Butts County, Georgia",age_median,38.6
13035,"Butts County, Georgia",population,24090
13035,"Butts County, Georgia",black,6992
13035,"Butts County, Georgia",college_grad,1481
13035,"Butts County, Georgia",median_household_income,43471
13037,"Calhoun County, Georgia",female,2474
13037,"Calhoun County, Georgia",age_median,39.6
13037,"Calhoun County, Georgia",population,6365
13037,"Calhoun County, Georgia",black,3851
13037,"Calhoun County, Georgia",college_grad,262
13037,"Calhoun County, Georgia",median_household_income,34167
